Date : 2023-03-02 13:31:42
Directory : c:\Users\oguzk\Documents\GitHub\Petilla
Total : 183 files,  12436 codes, 379 comments, 1486 blanks, all 14301 lines

Languages
+------------+------------+------------+------------+------------+------------+
| language   | files      | code       | comment    | blank      | total      |
| lib\core\utility\asset_utils                                                                                               |          1 |         40 |          1 |          9 |         50 |
| lib\core\utility\report_utils                                                                                              |          1 |         18 |          0 |          5 |         23 |
| lib\core\utility\router                                                                                                    |          1 |          0 |          0 |          2 |          2 |
| lib\core\utility\widget_utility                                                                                            |          1 |         44 |          0 |          5 |         49 |
| lib\gen                                                                                                                    |          1 |        139 |         39 |         49 |        227 |
| lib\view                                                                                                                   |         86 |      6,237 |        156 |        951 |      7,344 |
| lib\view\auth                                                                                                              |         10 |        669 |          9 |         92 |        770 |
| lib\view\auth\onboard                                                                                                      |          5 |        273 |          7 |         43 |        323 |
| lib\view\auth\onboard\view                                                                                                 |          4 |        259 |          6 |         40 |        305 |
| lib\view\auth\onboard\viewmodel                                                                                            |          1 |         14 |          1 |          3 |         18 |
| lib\view\auth\service                                                                                                      |          1 |         43 |          0 |          7 |         50 |
| lib\view\auth\view                                                                                                         |          2 |        299 |          2 |         37 |        338 |
| lib\view\auth\viewmodel                                                                                                    |          2 |         54 |          0 |          5 |         59 |
| lib\view\user                                                                                                              |         76 |      5,568 |        147 |        859 |      6,574 |
| lib\view\user\apps                                                                                                         |         67 |      5,125 |        133 |        793 |      6,051 |
| lib\view\user\apps\help_me                                                                                                 |         12 |        854 |         21 |        144 |      1,019 |
| lib\view\user\apps\help_me\core                                                                                            |          2 |        102 |          0 |          9 |        111 |
| lib\view\user\apps\help_me\core\components                                                                                 |          1 |         76 |          0 |          7 |         83 |
| lib\view\user\apps\help_me\core\models                                                                                     |          1 |         26 |          0 |          2 |         28 |
| lib\view\user\apps\help_me\view                                                                                            |          4 |        490 |          3 |         66 |        559 |
| lib\view\user\apps\help_me\viewmodel                                                                                       |          6 |        262 |         18 |         69 |        349 |
| lib\view\user\apps\patilla                                                                                            |         36 |      3,251 |         61 |        477 |      3,789 |
| lib\view\user\apps\patilla\core                                                                                       |          3 |        411 |          3 |         50 |        464 |
| lib\view\user\apps\patilla\core\components                                                                            |          3 |        411 |          3 |         50 |        464 |
| lib\view\user\apps\patilla\core\components\chat_widgets                                                               |          1 |         44 |          1 |          6 |         51 |
| lib\view\user\apps\patilla\core\components\pet_widgets                                                                |          2 |        367 |          2 |         44 |        413 |
| lib\view\user\apps\patilla\service                                                                                    |          5 |        191 |          1 |         25 |        217 |
| lib\view\user\apps\patilla\service\chat_service                                                                       |          1 |         67 |          0 |          4 |         71 |
| lib\view\user\apps\patilla\service\firebase_crud                                                                      |          1 |         36 |          1 |          4 |         41 |
| lib\view\user\apps\patilla\service\models                                                                             |          2 |         68 |          0 |         12 |         80 |
| lib\view\user\apps\patilla\service\models (Files)                                                                     |          1 |         32 |          0 |          2 |         34 |
| lib\view\user\apps\patilla\service\models\jsons                                                                       |          1 |         36 |          0 |         10 |         46 |
| lib\view\user\apps\patilla\service\storage_service.dart                                                               |          1 |         20 |          0 |          5 |         25 |
| lib\view\user\apps\patilla\view                                                                                       |         12 |      1,978 |          9 |        237 |      2,224 |
| lib\view\user\apps\patilla\viewmodel                                                                                  |         16 |        671 |         48 |        165 |        884 |
| lib\view\user\apps\pet_form                                                                                                |          8 |        470 |         12 |         77 |        559 |
| lib\view\user\apps\pet_form (Files)                                                                                        |          1 |          9 |          0 |          3 |         12 |
| lib\view\user\apps\pet_form\service                                                                                        |          1 |         17 |          0 |          2 |         19 |
| lib\view\user\apps\pet_form\view                                                                                           |          2 |        331 |          1 |         41 |        373 |
| lib\view\user\apps\pet_form\viewmodel                                                                                      |          4 |        113 |         11 |         31 |        155 |
| lib\view\user\apps\petcook                                                                                                 |         11 |        550 |         39 |         95 |        684 |
| lib\view\user\apps\petcook\core                                                                                            |          4 |        216 |          0 |         32 |        248 |
| lib\view\user\apps\petcook\core\components                                                                                 |          2 |        176 |          0 |         25 |        201 |
| lib\view\user\apps\petcook\core\firebase                                                                                   |          1 |         26 |          0 |          5 |         31 |
| lib\view\user\apps\petcook\core\models                                                                                     |          1 |         14 |          0 |          2 |         16 |
| lib\view\user\apps\petcook\view                                                                                            |          3 |        238 |          1 |         27 |        266 |
| lib\view\user\apps\petcook\viewmodel                                                                                       |          4 |         96 |         38 |         36 |        170 |
| lib\view\user\other                                                                                                        |          5 |        221 |          7 |         36 |        264 |
| lib\view\user\other\view                                                                                                   |          3 |        178 |          1 |         22 |        201 |
| lib\view\user\other\viewmodel                                                                                              |          2 |         43 |          6 |         14 |         63 |
| lib\view\user\start                                                                                                        |          4 |        222 |          7 |         30 |        259 |
| lib\view\user\start\core                                                                                                   |          1 |         78 |          0 |          4 |         82 |
| lib\view\user\start\core\components                                                                                        |          1 |         78 |          0 |          4 |         82 |
| lib\view\user\start\view                                                                                                   |          1 |        106 |          1 |         11 |        118 |
| lib\view\user\start\viewmodel                                                                                              |          2 |         38 |          6 |         15 |         59 |
| test                                                                                                                       |          1 |         12 |         11 |          6 |         29 |
| web                                                                                                                        |          4 |        129 |         16 |         18 |        163 |
| web (Files)                                                                                                                |          2 |         76 |         16 |          8 |        100 |
| web\splash                                                                                                                 |          2 |         53 |          0 |         10 |         63 |
+----------------------------------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+

Files
+----------------------------------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+
| filename                                                                                                                   | language   | code       | comment    | blank      | total      |
+----------------------------------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+
| c:\Users\oguzk\Documents\GitHub\Petilla\README.md                                                                          | Markdown   |         19 |          0 |         17 |         36 |
| c:\Users\oguzk\Documents\GitHub\Petilla\analysis_options.yaml                                                              | YAML       |          3 |         23 |          4 |         30 |
| c:\Users\oguzk\Documents\GitHub\Petilla\android\app\build.gradle                                                           | Groovy     |         70 |          0 |         15 |         85 |
| c:\Users\oguzk\Documents\GitHub\Petilla\android\app\google-services.json                                                   | JSON       |         39 |          0 |          0 |         39 |
| c:\Users\oguzk\Documents\GitHub\Petilla\android\app\src\debug\AndroidManifest.xml                                          | XML        |          4 |          4 |          1 |          9 |
| c:\Users\oguzk\Documents\GitHub\Petilla\android\app\src\main\AndroidManifest.xml                                           | XML        |         47 |          9 |          1 |         57 |
| c:\Users\oguzk\Documents\GitHub\Petilla\android\app\src\main\res\drawable-v21\launch_background.xml                        | XML        |          9 |          0 |          1 |         10 |
| c:\Users\oguzk\Documents\GitHub\Petilla\android\app\src\main\res\drawable\launch_background.xml                            | XML        |          9 |          0 |          1 |         10 |
| c:\Users\oguzk\Documents\GitHub\Petilla\android\app\src\main\res\values-night\styles.xml                                   | XML        |          9 |          9 |          1 |         19 |
| c:\Users\oguzk\Documents\GitHub\Petilla\android\app\src\main\res\values\styles.xml                                         | XML        |         12 |          9 |          1 |         22 |
| c:\Users\oguzk\Documents\GitHub\Petilla\android\app\src\profile\AndroidManifest.xml                                        | XML        |          4 |          4 |          1 |          9 |
| c:\Users\oguzk\Documents\GitHub\Petilla\android\build.gradle                                                               | Groovy     |         28 |          0 |          5 |         33 |
| c:\Users\oguzk\Documents\GitHub\Petilla\android\gradle.properties                                                          | Properties |          3 |          0 |          1 |          4 |
| c:\Users\oguzk\Documents\GitHub\Petilla\android\gradle\wrapper\gradle-wrapper.properties                                   | Properties |          5 |          1 |          1 |          7 |
| c:\Users\oguzk\Documents\GitHub\Petilla\android\settings.gradle                                                            | Groovy     |          8 |          0 |          4 |         12 |
| c:\Users\oguzk\Documents\GitHub\Petilla\assets\jsons\il-ilce.json                                                          | JSON       |      3,401 |          0 |          3 |      3,404 |
| c:\Users\oguzk\Documents\GitHub\Petilla\assets\jsons\lang\tr-TR.json                                                       | JSON       |        129 |          0 |          0 |        129 |
| c:\Users\oguzk\Documents\GitHub\Petilla\assets\svg\cat.svg                                                                 | XML        |         17 |          0 |          1 |         18 |
| c:\Users\oguzk\Documents\GitHub\Petilla\assets\svg\chat.svg                                                                | XML        |          4 |          0 |          0 |          4 |
| c:\Users\oguzk\Documents\GitHub\Petilla\assets\svg\dog.svg                                                                 | XML        |         22 |          1 |          1 |         24 |
| c:\Users\oguzk\Documents\GitHub\Petilla\assets\svg\eye_close.svg                                                           | XML        |        102 |          1 |        101 |        204 |
| c:\Users\oguzk\Documents\GitHub\Petilla\assets\svg\eye_open.svg                                                            | XML        |          6 |          0 |          0 |          6 |
| c:\Users\oguzk\Documents\GitHub\Petilla\assets\svg\filter.svg                                                              | XML        |         24 |          1 |          8 |         33 |
| c:\Users\oguzk\Documents\GitHub\Petilla\assets\svg\fish.svg                                                                | XML        |         70 |          1 |          1 |         72 |
| c:\Users\oguzk\Documents\GitHub\Petilla\assets\svg\home.svg                                                                | XML        |          1 |          0 |          0 |          1 |
| c:\Users\oguzk\Documents\GitHub\Petilla\assets\svg\home_outline.svg                                                        | XML        |          1 |          0 |          0 |          1 |
| c:\Users\oguzk\Documents\GitHub\Petilla\assets\svg\language.svg                                                            | XML        |          1 |          0 |          0 |          1 |
| c:\Users\oguzk\Documents\GitHub\Petilla\assets\svg\onboarding_one.svg                                                      | XML        |          1 |          0 |          0 |          1 |
| c:\Users\oguzk\Documents\GitHub\Petilla\assets\svg\onboarding_three.svg                                                    | XML        |          1 |          0 |          0 |          1 |
| c:\Users\oguzk\Documents\GitHub\Petilla\assets\svg\onboarding_two.svg                                                      | XML        |          1 |          0 |          0 |          1 |
| c:\Users\oguzk\Documents\GitHub\Petilla\assets\svg\password.svg                                                            | XML        |          4 |          0 |          0 |          4 |
| c:\Users\oguzk\Documents\GitHub\Petilla\assets\svg\plus.svg                                                                | XML        |          1 |          0 |          0 |          1 |
| c:\Users\oguzk\Documents\GitHub\Petilla\assets\svg\profile.svg                                                             | XML        |         10 |          1 |          2 |         13 |
| c:\Users\oguzk\Documents\GitHub\Petilla\assets\svg\rabbit.svg                                                              | XML        |         70 |          1 |          1 |         72 |
| c:\Users\oguzk\Documents\GitHub\Petilla\assets\svg\send.svg                                                                | XML        |          5 |          0 |          0 |          5 |
| c:\Users\oguzk\Documents\GitHub\Petilla\assets\svg\settings.svg                                                            | XML        |         14 |          1 |          3 |         18 |
| c:\Users\oguzk\Documents\GitHub\Petilla\ios\Runner\AppDelegate.swift                                                       | Swift      |         12 |          0 |          2 |         14 |
| c:\Users\oguzk\Documents\GitHub\Petilla\ios\Runner\Assets.xcassets\AppIcon.appiconset\Contents.json                        | JSON       |          1 |          0 |          0 |          1 |
| c:\Users\oguzk\Documents\GitHub\Petilla\ios\Runner\Assets.xcassets\LaunchBackground.imageset\Contents.json                 | JSON       |         21 |          0 |          1 |         22 |
| c:\Users\oguzk\Documents\GitHub\Petilla\ios\Runner\Assets.xcassets\LaunchImage.imageset\Contents.json                      | JSON       |         23 |          0 |          1 |         24 |
| c:\Users\oguzk\Documents\GitHub\Petilla\ios\Runner\Base.lproj\LaunchScreen.storyboard                                      | XML        |         43 |          1 |          1 |         45 |
| c:\Users\oguzk\Documents\GitHub\Petilla\ios\Runner\Base.lproj\Main.storyboard                                              | XML        |         25 |          1 |          1 |         27 |
| c:\Users\oguzk\Documents\GitHub\Petilla\ios\Runner\Runner-Bridging-Header.h                                                | C++        |          1 |          0 |          1 |          2 |
| c:\Users\oguzk\Documents\GitHub\Petilla\lib\core\base\model\base_view_model.dart                                           | Dart       |          6 |          0 |          3 |          9 |
| c:\Users\oguzk\Documents\GitHub\Petilla\lib\core\base\state\base_state.dart                                                | Dart       |          6 |          0 |          2 |          8 |
| c:\Users\oguzk\Documents\GitHub\Petilla\lib\core\base\view\base_view.dart                                                  | Dart       |         35 |          1 |          9 |         45 |
| c:\Users\oguzk\Documents\GitHub\Petilla\lib\core\base\view\profile_view.dart                                               | Dart       |        212 |          1 |         25 |        238 |
| c:\Users\oguzk\Documents\GitHub\Petilla\lib\core\base\view\status_view.dart                                                | Dart       |         27 |          0 |          4 |         31 |
| c:\Users\oguzk\Documents\GitHub\Petilla\lib\core\base\viewmodel\profile_view_view_model.dart                               | Dart       |         27 |          1 |          7 |         35 |
| c:\Users\oguzk\Documents\GitHub\Petilla\lib\core\base\viewmodel\profile_view_view_model.g.dart                             | Dart       |         14 |          5 |          8 |         27 |
| c:\Users\oguzk\Documents\GitHub\Petilla\lib\core\components\banner_ad_widget.dart                                          | Dart       |         29 |          0 |          7 |         36 |
| c:\Users\oguzk\Documents\GitHub\Petilla\lib\core\components\buttons\auth_button.dart                                       | Dart       |         35 |          0 |          4 |         39 |
| c:\Users\oguzk\Documents\GitHub\Petilla\lib\core\components\buttons\button.dart                                            | Dart       |         45 |          0 |          6 |         51 |
| c:\Users\oguzk\Documents\GitHub\Petilla\lib\core\components\dialogs\default_dialog.dart                                    | Dart       |         14 |          0 |          2 |         16 |
| c:\Users\oguzk\Documents\GitHub\Petilla\lib\core\components\dialogs\error_dialog.dart                                      | Dart       |         19 |          0 |          3 |         22 |
| c:\Users\oguzk\Documents\GitHub\Petilla\lib\core\components\image_component.dart                                           | Dart       |        136 |          0 |         13 |        149 |
| c:\Users\oguzk\Documents\GitHub\Petilla\lib\core\components\single_message.dart                                            | Dart       |         36 |          0 |          5 |         41 |
| c:\Users\oguzk\Documents\GitHub\Petilla\lib\core\components\textfields\auth_textfield.dart                                 | Dart       |        106 |          1 |         10 |        117 |
| c:\Users\oguzk\Documents\GitHub\Petilla\lib\core\components\textfields\main_textfield.dart                                 | Dart       |         66 |          0 |          4 |         70 |
| c:\Users\oguzk\Documents\GitHub\Petilla\lib\core\constants\app\app_constants.dart                                          | Dart       |          3 |          1 |          2 |          6 |
| c:\Users\oguzk\Documents\GitHub\Petilla\lib\core\constants\app\router_contants.dart                                        | Dart       |          0 |          0 |          2 |          2 |
| c:\Users\oguzk\Documents\GitHub\Petilla\lib\core\constants\enums\file_type_enum.dart                                       | Dart       |         11 |          1 |          2 |         14 |
| c:\Users\oguzk\Documents\GitHub\Petilla\lib\core\constants\enums\locale_keys_enum.dart                                     | Dart       |          1 |          1 |          2 |          4 |
| c:\Users\oguzk\Documents\GitHub\Petilla\lib\core\constants\enums\status_keys_enum.dart                                     | Dart       |          6 |          1 |          2 |          9 |
| c:\Users\oguzk\Documents\GitHub\Petilla\lib\core\constants\other_constant\icon_names.dart                                  | Dart       |         36 |          0 |          2 |         38 |
| c:\Users\oguzk\Documents\GitHub\Petilla\lib\core\constants\sizes_constant\app_sized_box.dart                               | Dart       |          7 |          0 |          2 |          9 |
| c:\Users\oguzk\Documents\GitHub\Petilla\lib\core\constants\sizes_constant\project_button_sizes.dart                        | Dart       |          4 |          0 |          1 |          5 |
| c:\Users\oguzk\Documents\GitHub\Petilla\lib\core\constants\sizes_constant\project_card_sizes.dart                          | Dart       |          8 |          0 |          1 |          9 |
| c:\Users\oguzk\Documents\GitHub\Petilla\lib\core\constants\sizes_constant\project_icon_sizes.dart                          | Dart       |          5 |          0 |          1 |          6 |
| c:\Users\oguzk\Documents\GitHub\Petilla\lib\core\constants\sizes_constant\project_padding.dart                             | Dart       |          9 |          0 |          2 |         11 |
| c:\Users\oguzk\Documents\GitHub\Petilla\lib\core\constants\sizes_constant\project_radius.dart                              | Dart       |          6 |          0 |          2 |          8 |
| c:\Users\oguzk\Documents\GitHub\Petilla\lib\core\constants\string_constant\app_firestore_field_names.dart                  | Dart       |         38 |          0 |          1 |         39 |
| c:\Users\oguzk\Documents\GitHub\Petilla\lib\core\constants\string_constant\path_constants.dart                             | Dart       |          3 |          0 |          1 |          4 |
| c:\Users\oguzk\Documents\GitHub\Petilla\lib\core\constants\string_constant\project_firestore_collection_names.dart         | Dart       |         11 |          4 |          4 |         19 |
| c:\Users\oguzk\Documents\GitHub\Petilla\lib\core\constants\string_constant\project_lottie_urls.dart                        | Dart       |          8 |          0 |          1 |          9 |
| c:\Users\oguzk\Documents\GitHub\Petilla\lib\core\extension\string_lang_extension.dart                                      | Dart       |          4 |          0 |          2 |          6 |
| c:\Users\oguzk\Documents\GitHub\Petilla\lib\core\gen\assets.gen.dart                                                       | Dart       |        139 |         39 |         49 |        227 |
| c:\Users\oguzk\Documents\GitHub\Petilla\lib\core\init\cache\locale_manager.dart                                            | Dart       |         19 |          1 |          6 |         26 |
| c:\Users\oguzk\Documents\GitHub\Petilla\lib\core\init\google_ads\ads_state.dart                                            | Dart       |         33 |          0 |          6 |         39 |
| c:\Users\oguzk\Documents\GitHub\Petilla\lib\core\init\lang\language_manager.dart                                           | Dart       |         11 |          0 |          5 |         16 |
| c:\Users\oguzk\Documents\GitHub\Petilla\lib\core\init\lang\locale_keys.g.dart                                              | Dart       |        128 |          1 |          2 |        131 |
| c:\Users\oguzk\Documents\GitHub\Petilla\lib\core\init\router\app_router.dart                                               | Dart       |          0 |          0 |          2 |          2 |
| c:\Users\oguzk\Documents\GitHub\Petilla\lib\core\init\theme\app_theme.dart                                                 | Dart       |          4 |          0 |          2 |          6 |
| c:\Users\oguzk\Documents\GitHub\Petilla\lib\core\init\theme\light_theme\light_theme.dart                                   | Dart       |         63 |          6 |         10 |         79 |
| c:\Users\oguzk\Documents\GitHub\Petilla\lib\core\init\theme\light_theme\light_theme_colors.dart                            | Dart       |         16 |          0 |          2 |         18 |
| c:\Users\oguzk\Documents\GitHub\Petilla\lib\core\utility\asset_utils\compress_utils.dart                                   | Dart       |         40 |          1 |          9 |         50 |
| c:\Users\oguzk\Documents\GitHub\Petilla\lib\core\utility\report_utils\report_service.dart                                  | Dart       |         18 |          0 |          5 |         23 |
| c:\Users\oguzk\Documents\GitHub\Petilla\lib\core\utility\router\app_router.dart                                            | Dart       |          0 |          0 |          2 |          2 |
| c:\Users\oguzk\Documents\GitHub\Petilla\lib\core\utility\widget_utility\fav_button_service.dart                            | Dart       |         44 |          0 |          5 |         49 |
| c:\Users\oguzk\Documents\GitHub\Petilla\lib\gen\assets.gen.dart                                                            | Dart       |        139 |         39 |         49 |        227 |
| c:\Users\oguzk\Documents\GitHub\Petilla\lib\main.dart                                                                      | Dart       |         94 |          0 |          9 |        103 |
| c:\Users\oguzk\Documents\GitHub\Petilla\lib\view\auth\onboard\view\onboarding.dart                                         | Dart       |        139 |          3 |         20 |        162 |
| c:\Users\oguzk\Documents\GitHub\Petilla\lib\view\auth\onboard\view\onboarding_one_view.dart                                | Dart       |         40 |          1 |          6 |         47 |
| c:\Users\oguzk\Documents\GitHub\Petilla\lib\view\auth\onboard\view\onboarding_three_view.dart                              | Dart       |         40 |          1 |          7 |         48 |
| c:\Users\oguzk\Documents\GitHub\Petilla\lib\view\auth\onboard\view\onboarding_two_view.dart                                | Dart       |         40 |          1 |          7 |         48 |
| c:\Users\oguzk\Documents\GitHub\Petilla\lib\view\auth\onboard\viewmodel\onboarding_view_model.dart                         | Dart       |         14 |          1 |          3 |         18 |
| c:\Users\oguzk\Documents\GitHub\Petilla\lib\view\auth\service\auth_service.dart                                            | Dart       |         43 |          0 |          7 |         50 |
| c:\Users\oguzk\Documents\GitHub\Petilla\lib\view\auth\view\login_view.dart                                                 | Dart       |        140 |          1 |         17 |        158 |
| c:\Users\oguzk\Documents\GitHub\Petilla\lib\view\auth\view\register_view.dart                                              | Dart       |        159 |          1 |         20 |        180 |
| c:\Users\oguzk\Documents\GitHub\Petilla\lib\view\auth\viewmodel\login_view_model.dart                                      | Dart       |         31 |          0 |          3 |         34 |
| c:\Users\oguzk\Documents\GitHub\Petilla\lib\view\auth\viewmodel\register_view_model.dart                                   | Dart       |         23 |          0 |          2 |         25 |
| c:\Users\oguzk\Documents\GitHub\Petilla\lib\view\user\apps\help_me\core\components\help_me_widget.dart                     | Dart       |         76 |          0 |          7 |         83 |
| c:\Users\oguzk\Documents\GitHub\Petilla\lib\view\user\apps\help_me\core\models\help_me_model.dart                          | Dart       |         26 |          0 |          2 |         28 |
| c:\Users\oguzk\Documents\GitHub\Petilla\lib\view\user\apps\help_me\view\help_me_control.dart                               | Dart       |          9 |          0 |          3 |         12 |
| c:\Users\oguzk\Documents\GitHub\Petilla\lib\view\user\apps\help_me\view\help_me_detail_view.dart                           | Dart       |        130 |          1 |         19 |        150 |
| c:\Users\oguzk\Documents\GitHub\Petilla\lib\view\user\apps\help_me\view\help_me_home_view.dart                             | Dart       |        145 |          1 |         17 |        163 |
| c:\Users\oguzk\Documents\GitHub\Petilla\lib\view\user\apps\help_me\view\help_me_view.dart                                  | Dart       |        206 |          1 |         27 |        234 |
| c:\Users\oguzk\Documents\GitHub\Petilla\lib\view\user\apps\help_me\viewmodel\help_me_detail_view_view_model.dart           | Dart       |         37 |          1 |          8 |         46 |
| c:\Users\oguzk\Documents\GitHub\Petilla\lib\view\user\apps\help_me\viewmodel\help_me_detail_view_view_model.g.dart         | Dart       |         29 |          5 |         10 |         44 |
| c:\Users\oguzk\Documents\GitHub\Petilla\lib\view\user\apps\help_me\viewmodel\help_me_home_view_view_model.dart             | Dart       |         13 |          1 |          6 |         20 |
| c:\Users\oguzk\Documents\GitHub\Petilla\lib\view\user\apps\help_me\viewmodel\help_me_home_view_view_model.g.dart           | Dart       |          8 |          5 |          6 |         19 |
| c:\Users\oguzk\Documents\GitHub\Petilla\lib\view\user\apps\help_me\viewmodel\help_me_view_view_model.dart                  | Dart       |         85 |          1 |         15 |        101 |
| c:\Users\oguzk\Documents\GitHub\Petilla\lib\view\user\apps\help_me\viewmodel\help_me_view_view_model.g.dart                | Dart       |         90 |          5 |         24 |        119 |
| c:\Users\oguzk\Documents\GitHub\Petilla\lib\view\user\apps\patilla\core\components\chat_widgets\user_chat.dart        | Dart       |         44 |          1 |          6 |         51 |
